Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
3593	36525			spolia																												spolia(en)	أنقاض(ar)					Réutilisation, notamment sous l'empire romain tardif, de pièces et œuvres d'art de monuments romains antérieurs comme matériaux de construction 			
3594	16808		sanctuaire									centre cultuel							architecture religieuse	lieu de culte	lieu sacré	quartier cultuel	religion	source								heiligdom(nl)	Heiligtum(de)	sanctuary(en)	santuario(es)	santuario(it)	حَرَم(ar)	Edifice consacré à des cérémonies religieuses (Lar.) Espace sacré contenant l'autel et le temple, quelque fois limité par une enceinte (Dico Archi)			
3595	16809			sanctuaire oraculaire															oracle													oracular sanctuary(en)	orakelheiligdom(nl)	Orakelheiligtum(de)	santuario oracolare(it)	santuario oracular(es)	حَرَم الوحي(ar)				
3596	21375		site d'extraction																													Abbaustelle(de)	extraction site(en)	ontginningsplaats(nl)	sitio de extracción(es)	sito di estrazione(it)	منجم مواد أولية(ar)				
3597	21835			extraction de l'argile								extraction d'argile																				clay extraction(en)	estrazione di argilla(it)	extracción de arcilla(es)	kleinwinning(nl)	Tonabbau(de)	موقع استخراج تراب(ar)				
3598	21376			extraction du silex																												estrazione di selce(it)	extracción de sílex(es)	extraction of flint(en)	Silexabbau(de)	vuursteenwinning(nl)	مقلع صوان(ar)				
3599	30033			puits d'extraction																												Abbauschacht(de)	extraction shaft(en)	ontginningsschacht(nl)	pozo de extracción(es)	pozzo di estrazione(it)	بئر الوصول للمنجم(ar)				
3600	21730		site de hauteur																													high site(en)	Höhensiedlung(de)	hooggelegen site(nl)	sitio de altura(es)	sito di altura(it)	موقع مرتفع(ar)				
3601	21729		site de plaine																													laaggelegen site(nl)	lowland site(en)	sitio de llanura(es)	sito di pianura(it)	Talsiedlung(de)	موقع سهلي(ar)				
3602	36985		site fluvial																fleuve	archéologie des eaux intérieures	archéologie du littoral											river site(en)	موقع نهري(ar)								
3603	177829		site immergé																archéologie subaquatique													submerged site(en)						Structure pérenne submergée par les eaux à une époque donnée, suite à une montée du niveau des eaux, soit graduelle, soit par suite d'un cataclysme			
3604	20641		site paléontologique																													Fossilienfundstelle(de)	palaeontological site(en)	paleontologische site(nl)	sitio paleontológico(es)	sito paleontologico(it)	موقع مستحاثات قديمة(ar)				
3605	17008		souterrain									tunnel																				onderaards gewelf(nl)	sotterraneo(it)	souterrain(en)	Souterrain(de)	subterráneo(es)	تحت أرضي(ar)				
3606	17026		station littorale									station néolithique littorale							littoral	port	archéologie du littoral											kustnederzetting(nl)	lakeside settlement(en)	Seeufersiedlung(de)	sitio lacustre(es)	sito lacustre(it)	محطة ساحلية(ar)				
3607	16067			palafitte								cité lacustre	habitat lacustre	lacustre (cité)																		paalwoning(nl)	palafito(es)	palafitta(it)	Pfahlbau(de)	pile dwelling(en)	مساكن عائمة(ar)	Construction sur pilotis, située en bord ou sur un lac ou un étang parfois reliée à la rive par une passerelle. Ce type d'habitat était répandu au cours de la Protohistoire, au Néolithique et à l'âge du bronze en Europe, en particulier en Suisse. (D'après Wikipédia)			
3608	150126			pêcherie																												مَصْيِدَة مائية(ar)						Une pêcherie est un espace circonscrit dans une étendue d'eau, généralement à proximité immédiate du littoral, qui a été aménagé afin de pouvoir y faciliter la pratique de la pêche. Par extension, le mot désigne également les aménagements spécifiques qui y sont installés (Wikipédia).			
3609	26004			terramare								terramara	terremare																			terramare(en)	terramare(es)	terramare(it)	terramare(nl)	Terramare(de)	مساكن تيرامار العائمة(ar)	Nom donné aux habitations sur pilotis ou palafittes des Terramares, peuples itinérants de l'Age du Bronze de l'Italie du Nord et du Midi de la France. 			
3610	27655		tell									tepe																				tell(en)	tell(es)	tell(it)	tell(nl)	Tell(de)	تل(ar)	Terme arabe pour désigner une colline artificielle, résultats de l'accumulation de niveaux archéologiques. Pluriel : telûl, tulûl. En turc : tepe, hüyük.			
3611	17525	vie quotidienne																	culture matérielle	anthropologie historique												dagelijks leven(nl)	everyday life(en)	Tägliches Leben(de)	vida diaria(es)	vita quotidiana(it)	حياة يومية(ar)	Cette rubrique traite avant tout de la culture matérielle d'une civilisation (BL)			
3612	13149		alimentation									consommation alimentaire							approvisionnement	artisanat alimentaire	mode de consommation											alimentación(es)	alimentazione(it)	consumption of food(en)	Ernährung(de)	voeding(nl)	تغذية(ar)	Concerne l'action de manger.			
3613	13150			aliments								nourriture																				alimentos(es)	cibo(it)	foodstuffs(en)	Nahrungsmittel(de)	voedingsmiddelen(nl)	غذاء(ar)				
3614	14024				condiment														aromates													condiment(en)	condimento(es)	condimento(it)	specerij(nl)	Würzsauce(de)	بهار(ar)	houblon,moutarde			
3615	14865					garum																										garo(es)	garum(en)	garum(it)	garum(nl)	Garum(de)	صلصة سمك مُمَلّح(ar)	Sorte de saumure avec suc de poissons divers (Gaffiot)			
3616	16883					sel													exploitation du sel	grenier à sel	marais salant	route du sel	saline	moule à sel	gabelle							sal(es)	sale(it)	salt(en)	Salz(de)	zout(nl)	ملح(ar)				
3617	177682						pain de sel																																		
3618	17682				épices														route des épices													especias(es)	Gewürze(de)	kruiden(nl)	spezie(it)	spices(en)	توابل(ar)				
3619	156070					cannelle																										canela(es)	cannella(it)	cinnamon(en)	kaneel(nl)	Zimt(de)		Epice provenant de l'écorce intérieure d'une des espèces de cannelier (Wikipédia).			
3620	177767					poivre																																			
3621	14837				fromage																											cheese(en)	formaggio(it)	kaas(nl)	Käse(de)	queso(es)	جبن(ar)				
3622	14841				fruit																											Frucht(de)	fruit(en)	fruit(nl)	fruto(es)	frutta(it)	فواكه(ar)				
3623	150555					amande																										almendra(es)	almond(en)	amandel(nl)	Mandel(de)	mandorla(it)	لَوْزة(ar)	Fruit de l'amandier (famille des rosacées).			
3624	14884					gland																										acorn(en)	bellota(es)	Eichel(de)	eikel(nl)	ghianda(it)	جوز البلوط(ar)				
3625	150495					noisette																										 avellana(es)	Haselnuss(de)	hazelnut(en)	nocciola(it)	بُنْدُقة(ar)					
3626	15969					olive													moulin à huile													aceituna(es)	olijf(nl)	oliva(it)	olive(en)	Olive(de)	زيتون(ar)				
3627	15116				huile														huilerie	lampe	oléagineux	pétrole	moulin à huile									aceite(es)	oil(en)	Öl(de)	olie(nl)	olio(it)	زيت(ar)				
3628	178388					huile d'olive																										aceite de oliva(es)	olio di oliva(it)	olivenöl(de)	olive oil(en)						
3629	26003				légume														légumineuse	légumière												Gemüse(de)	groente(nl)	legumbre(es)	ortaggio(it)	vegetables(en)	خُضار(ar)				
3630	15658				miel														apiculture	ruche												honey(en)	Honig(de)	honing(nl)	miel(es)	miele(it)	عَسَل(ar)				
3631	16065				pain																											bread(en)	brood(nl)	Brot(de)	pan(es)	pane(it)	خبز(ar)				
3632	16820				saumure																											brine(en)	pekelnat(nl)	salamoia(it)	salmuera(es)	Salzlake(de)	مُضاض(ar)	Solution aqueuse de sel aromatisé où l'on conserve des viandes, des poissons et des légumes (Lar.)			
3633	17143				sucre														céramique de raffinage	forme à sucre	sucrerie											azúcar(es)	sugar(en)	suiker(nl)	zucchero(it)	Zucker(de)	سُكر(ar)				
3634	17510				viande																											carne(es)	carne(it)	Fleisch(de)	meat(en)	vlees(nl)	لحم(ar)				
3635	13596			boisson															vase à boire	corne à boire												bebida(es)	bevanda(it)	drank(nl)	drink(en)	Getränk(de)	مشروب(ar)				
3636	13582				bière																											beer(en)	bier(nl)	Bier(de)	birra(it)	cerveza(es)	جِعة(ar)	Boisson fermentée préparée à partir de céréales germées (Lar.)			
3637	246224				café																											café(es)	caffè(it)	coffee(en)	kaffee(de)	koffie(nl)	قهوة(ar)	Boisson obtenue par infusion de grains de café torréfiés et moulus (Petit Robert)			
3638	15127				hydromel																											hidromiel(es)	honingwater(nl)	hydromel(en)	idromele(it)	Met(de)	نبيذ العسل(ar)	Boisson fermentée ou non, faite d'eau ou de vinaigre et de miel (Lar.)			
3639	27500				lait																											latte(it)	Leche(es)	melk(nl)	Milch(de)	milk(en)	حليب(ar)				
3640	17543				vin														vigne	vinification	viticulture	vinaigrier										vino(es)	vino(it)	Wein(de)	wijn(nl)	wine(en)	نبيذ(ar)				
3641	13148			conservation d'aliments								aliment conservation	conservation alimentaire	conservation des aliments	conserve																	bewaring van voedingsmiddelen(nl)	conservación de alimentos(es)	conservation of foodstuffs(en)	conservazione degli alimenti(it)	Lebensmittelkonservierung(de)	حِفظ الأغذية(ar)				
3642	13611				boucanage																											boucanage(it)	bucanear(es)	curing(en)	het roken van vlees(nl)	über dem offenen Feuer Räuchern(de)	تجفيف بالتدخين(ar)	Méthode de conservation des viandes et des poissons par séchage et exposition (Lar.)			
3643	14843				fumage																											affumicatura(it)	ahumado(es)	het roken(nl)	Räuchern(de)	smoking(en)	تدخين(ar)	Action d'exposer à la fumée certaines denrées pour les conserver (Lar.)			
3644	16748				réfrigération																											Einfrieren(de)	het invriezen(nl)	refrigeración (es)	refrigeration(en)	refrigerazione(it)	تبريد(ar)				
3645	16800				salaison														usine de salaison													Einsalzen(de)	het zouten(nl)	salatura(it)	salazón(es)	salting(en)	تقديد(ar)				
3646	16801					salaison des poissons																										Einsalzen von Fisch(de)	het zouten van vis(nl)	salatura del pesce(it)	salazón del pescado(es)	salting of fish(en)	تقديد السمك(ar)				
3647	17183				séchage																											drying(en)	essiccamento di alimenti(it)	het drogen(nl)	secado(es)	Trocknen(de)	تجفيف(ar)	Méthode de conservation des aliments (BL)			
3648	14198			cuisine (alimentation)															feu	foyer	cuisine (pièce)											cookery(en)	cucina(it)	culinaria(es)	Kochen(de)	Kookkunst(nl)	طبخ(ar)	Ensemble des techniques de préparation des aliments en vue de leur consommation par les êtres humains. (Wikipédia)			
3649	27362				brasero							brasillero																				brasero(es)	brasero(it)	Brasero(de)	brazier(en)	vuurpot(nl)	مَنقل(ar)	Vase qui sert à contenir des braises, et dont la paroi peut être percée de trous pour laisser circuler l'air. (Dic.céramique PO)			
3650	13650				broche à rôtir																											braadspit(nl)	brocheta(es)	Grillspieß(de)	spiedo(it)	spit(en)	سيخ الشوي(ar)				
3651	178341				cuisine arabe																											Arab cuisine(en)	Arabische Küche(de)	cucina araba(it)	gastronomía árabe(es)	مطبخ عربي(ar)		La cuisine arabe désigne la gastronomie et les traditions culinaires des différentes cuisines du monde arabe, de la Mésopotamie à l'Afrique du Nord. (WP le 03/09/18)			
3652	178342				cuisine romaine							cuisine de la Rome antique																				Ancient Roman cuisine(en)	cucina nell'antica Roma(it)	Esskultur im Römischen Reich(de)	gastronomía romana(es)	Oud-Romeinse keuken(nl)					
3653	14925				gril																											gridiron(en)	griglia(it)	gril(es)	grill(nl)	Grill(de)	مشواة(ar)				
3654	16724				réchaud																											braciere(it)	estufa(es)	komfoor(nl)	portable stove(en)	Tischkocher(de)	سخّان(ar)				
3655	150245			pratique alimentaire								habitude alimentaire							pratique religieuse													foodways(en)	تحضير طعام(ar)								
3656	150987				anthropophagie														cannibalisme																			Pratique qui consiste à consommer de la chair humaine.			
3657	13731				cannibalisme														anthropophagie													canibalismo(es)	cannibalism(en)	cannibalismo(it)	kannibalisme(nl)	Kannibalismus(de)	أكل لحم البشر(ar)	Pratique qui consiste à consommer (complètement ou partiellement) un individu de sa propre espèce (Wikipedia)			
3658	14251				cynophagie																											cinofagia(es)	cinofagia(it)	cynofagie(nl)	cynophagy(en)	Kynophagie(de)	أكل لحم الكلاب(ar)	Pratique alimentaire qui consiste à se nourrir de viande de chien.			
3659	14866				gastronomie																											gastronomia(it)	gastronomía(es)	gastronomie(nl)	gastronomy(en)	Kochkunst(de)	فن الطهي(ar)	Art de la bonne chère (cnrtl)			
3660	16642				repas														repas funéraire	repas rituel												comida(es)	maaltijd(nl)	Mahlzeit(de)	meal(en)	pasto(it)	وليمة(ar)				
3661	13525					banquet						banquet assis	banquet couché						banquet sacré													banchetto(it)	banket(nl)	Bankett(de)	banquet(en)	banquete(es)	مأدُبة(ar)				
3662	14733					festin																										feast(en)	feestmaaltijd(nl)	festín(es)	festino(it)	Festmahl(de)	وجبة احتفالية(ar)	Repas d'apparât, banquet somptueux (Lar.)			
3663	16750			régime alimentaire																												dietary habit(en)	eetgewoonten(nl)	Ernährungsweise(de)	regime dietetico(it)	régimen alimenticio(es)	نظام غذائي(ar)				
3664	14434				diète																											Diät(de)	dieet(nl)	dieta(es)	dieta(it)	starvation diet(en)	حمية(ar)	Abstention momentanée, totale ou partielle, d'aliments (Lar.)			
3665	15348				jeûne																											ayuno(es)	digiuno(it)	fast(en)	Fasten(de)	vasten(nl)	صيام(ar)				
3666	17575				végétarisme																											vegetarianesimo(it)	vegetarianism(en)	vegetarianismo(es)	vegetarisme(nl)	Vegetarismus(de)	تغذي بالنباتات(ar)				
3667	14037		confort																													amenities(en)	comfort(nl)	comodità(it)	confort(es)	Wohlbefinden(de)	رَغَد(ar)				
3668	13844			chauffage															feu	hypocauste												calefacción(es)	heating(en)	Heizung(de)	riscaldamento(it)	verwarming(nl)	تدفئة(ar)				
3669	35741				poêle de chauffage							poêle (chauffage)																				estufa(es)	Heizofen(de)	stove(en)	stufa(it)	verwarmingskachel(nl)	حوض تدفئة(ar)				
3670	17607			éclairage															lampe à huile	luminaire												Beleuchtung(de)	illuminazione(it)	iluminación(es)	lighting(en)	verlichting(nl)	إنارة(ar)				
3671	17221			tapis																												carpet(en)	tapijt(nl)	tapiz(es)	tappeto(it)	Teppich(de)	سجادة(ar)				
3672	24767				natte																											estera(es)	mat(en)	mat(nl)	Matte(de)	stuoia(it)	حصيرة(ar)	Tissu confectionné avec des fibres végétales tressées à plat, d'une texture plus ou moins fine et servant à différents usages d'ameublement (tapis, rideau, tenture) selon les époques et les pays (CNRTL).			
3673	14734		feu																chauffage	cuisine (alimentation)	four	foyer										Feuer(de)	fire(en)	fuego(es)	fuoco(it)	vuur(nl)	نار(ar)				
3674	35459			structure de combustion															site archéologique	plaque foyère												estructura de combustión(es)	fire place(en)	gefeuert Struktur(de)	struttura licenziato(it)	verbrandingsstructuur(nl)	بناء للإحراق(ar)				
3675	14989		habillement																													abbigliamento(it)	Bekleidung(de)	clothing(en)	kleding(nl)	vestuario(es)	ملابس(ar)				
3676	155895			accessoire d'habillement																																		Objets associés aux pièces d'habillement et permettant de les maintenir ou de les décorer (cnrtl)			
3677	13793				ceinture														ceinturon	châtelaine (bijou)												belt(en)	cintura(it)	cinturón(es)	Gürtel(de)	riem(nl)	حِزام(ar)				
3678	13615					boucle de ceinture													boucle de ceinturon	boucle												belt buckle(en)	borchia di cintura(it)	Gürtelschnalle(de)	hebilla de cinturón(es)	riemgesp(nl)	إبزيم الحزام(ar)	Système de fermeture constitué d'un anneau traversé par une barre munie d'une pointe de métal (ardillon) ou d'une agrafe et permettant d'assujetir les deux extrémités d'une ceinture. (Lar.) 			
3679	16283					plaque de ceinture																										belt fitting(en)	fermaglio di cintura(it)	Gürtelschnalle.(de)	plaat (riem)(nl)	placa de cinturón(es)	صفيحة الحزام(ar)				
3680	16285					plaque-boucle																										fermaglio-borchia(it)	gespplaat(nl)	Gürtelplatte(de)	hebilla de placa(es)	plate-buckle(en)	صفيحة الإبزيم(ar)				
3681	177693						plaque-boucle à bossettes																																		
3682	177691						plaque-boucle de type Sucidava																																		
3683	177692						plaque-boucle linguiforme					plaque-boucle en forme de languette																													
3684	177690						plaque-boucle lyriforme												VIIe siècle	VIe siècle	époque mérovingienne																				
3685	155896				fixation de vêtement																											garment fastener(en)									
3686	13128					agrafe																										agrafe(nl)	broche(es)	clasp(en)	fermaglio(it)	Verschluss(de)	مِشبَك(ar)				
3687	17692					épingle																										horquilla(es)	Nadel.(de)	pin(en)	sierspeld(nl)	spilla(it)	دبّوس(ar)				
3688	14737					fibule						broche																				Fibel(de)	fibula(en)	fibula(it)	fibula(nl)	fíbula(es)	مشبك ذو مِفصلة(ar)	Agrafe ou broche articulée par un ressort ou une charnière et dont la pointe (ardillon) se fixait à l'extrémité d'un arc de forme variée, servant à attacher les vêtements flottants et non cousus. (Musée d'Argentomagus)			
3689	177779						fibule à arc																									fibula ad arco(it)									
3690	177780						fibule ansée																																		
3691	177784							fibule ansée digitée																																	
3692	177782							fibule ansée symétrique																																	
3693	177800						fibule carrée																																		
3694	177781						fibule cruciforme																									crossbow fibula(en)						Fibule en forme de croix (PM).			
3695	177785						fibule discoïde																									fibula a disco(it)									
3696	177801						fibule en arbalète																									fibula a balestra(it)									
3697	177799						fibule en S																									fibula a S(it)	S-shaped fibula(en)								
3698	177786						fibule monétiforme																															Fibule en forme de monnaie (PM).			
3699	177783						fibule quadrilobée																																		
3700	177797						fibule ronde																																		
3701	177802						fibule tortue												Vikings																			Type de fibule ovoïde, constitué d'une demi-coquille évoquant la carapace d'une tortue, caractéristique de la parure féminine Viking (PM).			
3702	177798						fibule trompette												Germains	IVe siècle	Ve siècle																	Fibule féminine germanique des IV-Ve siècles après J.-C. (H. W. Böhme, in Rev. archéo. de Picardie 2007/1-2).			
3703	177805						fibule zoomorphe												figure zoomorphe																						
3704	177796							fibule aviforme				fibule ornithomorphe																				fibula a forma d'uccello(it)									
3705	177804							fibule serpentiforme																																	
3706	13845			chaussure								soulier																				calzado(es)	scarpa(it)	schoen(nl)	Schuh(de)	shoe(en)	أحذية(ar)				
3707	13609				botte																											boot(en)	bota(es)	laars(nl)	Stiefel(de)	stivale(it)	حذاء طويل الساق(ar)				
3708	155652				sabot (chaussure)																											clog(en)	Holzschuh(de)	klomp(nl)	zoccolo(it)	zueco(es)		Chaussure réalisée en creusant un morceau de bois pour que le pied puisse s'y glisser. Il est fait d'un seul tenant (Wikipedia).			
3709	16810				sandale																											sandaal(nl)	sandal(en)	Sandale(de)	sandalia(es)	sandalo(it)	صندل(ar)				
3710	14153			couvre-chef															casque	coiffure												copricapo(it)	cubrecabeza(es)	headgear(en)	hoofdbedekking(nl)	Kopfbedeckung(de)	أغطية رأس(ar)				
3711	13603				bonnet phrygien																											cappello frigio(it)	Frygische muts(nl)	gorro frigio(es)	Phrygian cap(en)	phrygische Mütze(de)	قلنسوة(ar)				
3712	13821				chapeau																											cappello(it)	hat(en)	hoed(nl)	Hut(de)	sombrero(es)	قبعة(ar)				
3713	15682				mitre																											mijter(nl)	mitra(es)	mitra(it)	Mitra(de)	mitre(en)	تاج الأسقُف(ar)				
3714	16241				pileus																											pileo(es)	pileo(it)	pileus(en)	pileus(nl)	Pileus(de)	قلنسوة مخروطية(ar)	Bonnet de feutre de forme conique (Lar.)			
3715	17424				turban																											tulband(nl)	turban(en)	Turban(de)	turbante(es)	turbante(it)	عمامة(ar)				
3716	17582			vêtement								costume							textile													garment(en)	kledingsstuk(nl)	Kleidungsstück(de)	vestido(es)	vestito(it)	ثياب(ar)				
3717	13635				braie																											Braccae(de)	brache(it)	braga(es)	breeches(en)	mastkraag(nl)	سروال من العصور الوسطى(ar)	Culotte, pantalon porté par les Gaulois et au Moyen Age (Lar.)			
3718	15359				jupe																											falda(es)	gonna(it)	Rock(de)	rok(nl)	skirt(en)	تنورة(ar)				
3719	16074				pallium																											palio(es)	pallium(en)	pallium(it)	pallium(nl)	Pallium(de)	عباءة صوف اغريقية(ar)	Manteau d'origine grecque formé d'une pièce de laine rectangulaire (Lar.)			
3720	16519				péplos																											peplo(es)	peplo(it)	peplos(en)	peplos(nl)	Peplos(de)	ملحفة(ar)				
3721	16688				robe																											kleed(nl)	Kleid(de)	robe(en)	veste(it)	vestido(es)	ثوب(ar)				
3722	16794				saie																											sagum(en)	sagum(nl)	Sagum(de)	saio(it)	sayo(es)	معطف قصير(ar)	Manteau court de laine grossière (Lar.)			
3723	36523				scaphandre																											diving suit(en)	escafandra(es)	scafandro(it)	Skaphander(de)	بذَة الغواص(ar)		Appareil de plongée individuel hermétiquement étanche, alimenté en air depuis la surface par une pompe. (TLF)			
3724	17310				toge																											toga(en)	toga(es)	toga(it)	toga(nl)	Toga(de)	سترة(ar)				
3725	17423				tunique																											tunic(en)	tunica(it)	túnica(es)	tuniek(nl)	Tunika(de)	سترة قصيرة(ar)				
3726	36524				uniforme							costume militaire							harnachement du guerrier													divisa(it)	uniform(en)	uniform(nl)	Uniform(de)	uniforme(es)	لباس موحد(ar)	Tenue réglementaire que doivent porter les hommes d'une même unité militaire. - Habit, tenue imposée pour exercer certaines fonctions ou activités de la vie civile. (TLF)			
3727	155898				vêtement liturgique																																	Vêtements utilisés dans la pratique des rites, cérémonies et prières dédiés au culte d'une divinité religieuse (d'ap. Wikipedia)			
3728	155897					vêtement ecclésiastique						costume ecclésiastique																										Costume en usage dans le clergé catholique (wikipedia)			
3729	15683		mobilier									instrumentum	matériel	matériel archéologique					mobilier funéraire													goods and chattels(en)	Hab und Gut(de)	mobiliario(es)	roerende goederen(nl)	suppellettili(it)	أثاث(ar)	Terme de regroupement, voir chaque activité (BL)			
3730	14816			four															feu													forno(it)	horno(es)	kiln(en)	Ofen(de)	oven(nl)	فرن(ar)	Four sans précision d'utilisation (BL)			
3731	217693				alandier														foyer																			Bouche ou foyer placé à la base d'un four (cnrtl)			
3732	14824				four à chaux														chaux													forno per calce(it)	horno de cal(es)	Kalkofen(de)	kalkoven(nl)	lime kiln(en)	كلّاسة(ar)	ou chaufour, c’est un four destiné à transformer le calcaire en chaux et c’est également là où l’ont cuit la céramique sous l'action du feu. C’est un ouvrage vertical fixe, en maçonnerie, ouvert par le haut, ou horizontal et rotatif. (Wikipédia)			
3733	35692				four à moufle																											moffeloven(nl)	فرن ذو أنابيب(ar)					Four comportant des tubulures (moufles) empêchant tout contact entre les vases à cuire et les gaz de cuisson (D'Anna et al.)			
3734	21878				four à plomb														plomb	objet en plomb												Bleischmelzofen(de)	forno per piombo(it)	horno de plomo(es)	lead kiln(en)	loodoven(nl)	فرن للرصاص(ar)				
3735	14825				four à sel																											forno per sale(it)	horno para sal(es)	salt kiln(en)	Salzofen(de)	zoutoven(nl)	فرن للملح(ar)				
3736	178518				four de briquetier							four à brique	four à briques	four de briqueterie					brique	briquetage	briqueterie																	Un four à briques est un four servant à la fabrication de briques en terre cuite. (WP le 12/11/18)			
3737	14818				four de bronzier														bronze													bronsoven(nl)	bronze-founder's kiln(en)	Bronzeschmelzofen(de)	forno di bronzista(it)	horno de broncista(es)	فرن صانع البرونز(ar)				
3738	14820				four de potier							four à céramique	four céramique																			Brennofen(de)	forno di vasaio(it)	horno de alfarero(es)	pottenbakkersoven(nl)	potter's kiln(en)	فرن الفاخوري(ar)				
3739	35695					four à barres																										oven met staven(nl)	فرن ذو قضبان(ar)					Four sans sole, avec barres d'argiles pour supporter enfournement (D'Anna et al.)			
3740	35696					four longitudinal																										langwerpige oven(nl)	فرن طولاني(ar)								
3741	35697					four tunnel																										tunneloven(nl)	فرن خندقي(ar)								
3742	14821				four de tuilier																											forno per tegole(it)	horno de solador(es)	pannenbakkersoven(nl)	tile-maker's kiln(en)	Ziegelofen(de)	فرن صانع القرميد(ar)				
3743	14822				four de verrier																											forno di vetraio(it)	Glasmacherofen(de)	glasoven(nl)	glassmaker's kiln(en)	horno de vidriero(es)	فُرن القَزَّاز(ar)				
3744	14823				four domestique																											Backofen(de)	bakoven(nl)	domestic oven(en)	forno domestico(it)	horno doméstico(es)	فرن منزلي(ar)	ouvrage de maçonnerie voûté, généralement circulaire, où l'on fait cuire le pain, la pâtisserie, etc. (CNRTL)			
3745	178550				sole (four)																																	Partie réfractaire horizontale d'un four sur laquelle on place les pièces à réchauffer. (Lar. 2018)			
3746	17428				tuyère																											blaadpijp(nl)	Düse(de)	tobera(es)	tubiera(it)	tuyere(en)	فوهة تهوية(ar)				
3747	15648			meuble								ameublement							menuiserie													arredamento(it)	Einrichtungsgegenstände(de)	meubel(nl)	mueble(es)	piece of furniture(en)	عفش(ar)				
3748	13360				armoire																											armadio(it)	armario(es)	cupboard(en)	kast(nl)	Schrank(de)	خزانة(ar)	Grand meuble, ordinairement plus haut que large, garni de tablettes et fermé par une ou plusieurs portes, destiné à renfermer les objets de ménage, le linge, les vêtements. (TLF)			
3749	13945				coffre																											baúl(es)	baule(it)	chest(en)	koffer(nl)	Truhe(de)	صندوق(ar)				
3750	15462				lit																											bed(en)	bed(nl)	Bett(de)	cama(es)	letto(it)	سرير(ar)				
3751	150852					kliné																										klinai(en)	klinai(nl)	kline(es)	kline(it)	Kline(de)	مقعد يوناني لتناول طعام(ar)	Lit ou canapé utilisé dans la Grèce ancienne pour dîner. Les klinai étaient réalisées en divers matériaux : marbre, bronze, métal parfois précieux, bois avec parfois marqueterie. Étrusques ou romaines, elles étaient arrangées par trois en U, dans le triclinium (ou par deux dans le biclinium). (Wikipédia)			
3752	178250				repose tête							appui nuque	support de rêve																									Petit mobilier destiné à soutenir la tête en position allongée et à l'isoler du sol. Connu en contexte funéraire dans l’Égypte antique et à travers le monde comme accessoire au sommeil.			
3753	16955				siège (mobilier)																											asiento(es)	seat(en)	sedile(it)	Sitzgelegenheit(de)	zitmeubel(nl)	مقعد(ar)	Meuble disposé pour qu'on puisse s'asseoir (Robert)			
3754	178249					appui-tête						appuie-tête																				head restraint(en)	Kopfstütze(de)	poggiatesta(it)	reposacabezas(es)			Dispositif fixe ou réglable fixé sur le dossier des fauteuils [...], permettant de soutenir la tête et de reposer la nuque (cnrtl)			
3755	13810					chaise																										chair(en)	sedia(it)	silla(es)	stoel(nl)	Stuhl(de)	كرسي(ar)	Siège à dossier sans bras (Lar.)			
3756	13811						chaise curule																									curule chair(en)	kurulischer Stuhl(de)	sedia curule(it)	sella curulis(nl)	silla curul(es)	كرسي ذو مسند(ar)	Siège en ivoire réservé à certains magistrats (Lar.)			
3757	17419					trône																										Thron(de)	throne(en)	trono(es)	trono(it)	troon(nl)	عرش(ar)				
3758	17202				table																											mesa(es)	table(en)	tafel(nl)	tavolo(it)	Tisch(de)	طاولة(ar)				
3759	17203					table d'offrande																										mesa para ofrenda(es)	oblation table(en)	offertafel(nl)	Opfergabentisch(de)	tavolo per offerte(it)	طاولةلأضاحي(ar)				
3760	17204					table de libation																										Libationstisch(de)	libation table(en)	mesa de libación(es)	plengoffertafel(nl)	tavolo per libagioni(it)	طاولة إراقة الخمر(ar)				
3761	155899				textile d'ameublement																											furnishing textile(en)	interieurtextiel(nl)	textile para amueblamiento(es)				Ensemble des éléments textiles liés à l'ameublement et à la décoration (tapisseries, rideaux, assises de sièges, nappes, literie, etc.) (cnrtl)			
3762	17222					tapisserie																										Bildwirkerei(de)	tapestry(en)	tapijtwerk(nl)	tapiz(es)	tappezzeria(it)	نسج السجاد(ar)				
3763	13698						cadre à tapisserie																									marco de tapiz(es)	struttura di telaio(it)	tapestry frame(en)	weefkader(nl)	Wirkstuhl(de)	إطار التنجيد(ar)	métier à tapisserie, ou armature mobile sur laquelle est tendu un canevas. (Rob.)			
3764	17411				trépied																											Dreifuß(de)	driepoot(nl)	treppiede(it)	tripod(en)	trípode(es)	حامل ثلاثي القوائم(ar)				
3765	15940			objet								objets	petit objet						arme	chasse	pêche											Gegenstand(de)	object(en)	object(nl)	objeto(es)	oggetto(it)	غَرَض(ar)	Ici son regroupées toutes les pièces perçues comme non utilitaires, à l'inverse des armes, des outils, des éléments de prestige, etc. (BL)			
3766	155900				aiguillon														élevage bovin																			Bâton pointu ou armé d'une pointe métallique qui sert à piquer les bêtes de trait ou de somme (plus particulièrement les bœufs), pour les faire avancer (cnrtl)			
3767	13226				anneau														bague													anello(it)	anillo(es)	ring(en)	ring(nl)	Ring(de)	حلقة(ar)	Objet ou partie d'un objet, circulaire et évidée (Lar.)			
