Id	idConcept	N1	N2	N3	N4	N5	N6	UF1	UF2	UF3	UF4	UF5	RT1	RT2	RT3	RT4	RT5	RT6	RT7	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	
181	24592				Creswellien															Creswellian(en)	Creswelliano(it)	Creswellien(de)	Creswellien(nl)	Creswelliense(es)	كريسويلي(ar)	Le terme fut proposé en 1926 par D. Garrod pour désigner les industries à lames à dos britanniques, en référence aux grottes de Creswell Crags dans le  Derbyshire (Angleterre). L'outil caractéristique est la pointe de Creswell associant un dos et une troncature oblique. La pointe de Cheddar, pointe trapézoïdale  à dos et double troncature, est plus rare. On rencontre également des pointes à cran de type hambourgien et des pointes à dos courbe.  L'outillage osseux est exceptionnel et rappelle l'outillage magdalénien  (présence du harpon).  Le Creswellien s'est répandu aussi sur le continent, en Belgique  (grottes de Presle), aux Pays-Bas et dans le nord de la France où l'on retrouve les vestiges de courtes haltes dans des gisements de plein air.  Vivant dans une zone de collines steppiques, les Creswelliens ont pratiqué une chasse plus diversifiée que les Hambourgiens. Moins dépendants du renne, ils ont aussi chassé le bison et divers carnassiers (Leroi-Gourhan 1994, 285 ; La préhistoire dans le monde 1992, 440-441).	
182	21694				Epigravettien															Epigravetiense(es)	Epigravettian(en)	Epigravettiano(it)	Epigravettien(de)	Epigravettien(nl)	غرافيتي أخير(ar)	Après le Périgordien supérieur, largement répandu de l'Atlantique à la Sibérie, s'opère la rupture entre le monde franco-cantabrique et le reste de l'Europe. La transgression maximale du deuxième Pléniglaciaire provoque une interruption de l'occupation dans les plaines d'Europe du Nord et peut-être une migration de leurs populations vers le sud. Le secteur atlantique voit le développement du Solutréen, culture aux origines mal connues, qui, avec l'introduction de la retouche plate en écailles, porta à un haut degré de perfection les techniques de taille du silex. En Europe orientale et méditerranéenne, par contre, on observe la continuation de complexes lithiques fondés sur la retouche abrupte d'abattage dans la tradition gravettienne. Dans certaines régions, ces industries dites «épigravettiennes» se poursuivent jusqu'à la fin des temps glaciaires. Ainsi, en Europe méditerranéenne d'une part, en Europe centrale et orientale  d'autre part, le Solutréen n'existe pas. Le Gravettien va subir une  lente transformation engendrant une série de faciès caractérisés par l'importance de la retouche abrupte et la présence d'armatures particulières (pointes à face plane, pointes à cran, gravettes et microgravettes). Ces  industries sont regroupées sous la dénomination d'industries épigravettiennes (La Préhistoire dans le monde 1992, 396, 405).	
183	12694				Gravettien															Gravetiense(es)	Gravettian(en)	Gravettiano(it)	Gravettien(de)	Gravettien(nl)	غرافيتي(ar)	L'industrie lithique découverte au site de la Gravette (Dordogne, France) contenait de nombreuses armatures à dos rectiligne dénommées  pointes de la Gravette . Cet outillage s'est révélé caractéristique de la phase récente du Périgordien s'étendant à la plupart des régions européennes occidentales. Le terme de Gravettien s'est généralisé pour désigner l'ensemble culturel et technique traversant tout le continent européen dont le Périgordien supérieur ne constitue qu'un faciès régional. Les datations situent la tradition gravettienne entre 28000/27000 et 20000 avant notre ère. Culturellement ces industries succèdent, selon les régions, au Châtelperronien, à l'Aurignacien ou aux industries à pointes foliacées. Elle sont suivies soit par le Solutréen, le Magdalénien ou le Tardigravettien (Leroi-Gourhan 1994, 468).	
184	24127					Kostienkien		Kostenkien												Kostienki culture(en)	Kostienki-cultuur(nl)	Kostienkien(it)	Kostienkiense(es)	Kostienki-Kultur(de)	كوستينكي(ar)	Kostienki-Borscevo est un groupe de gisements du Paléolithique supérieur découverts autour des villages de Kostienki, Aléksandrovka et Borscevo. Le terme de Kostienkien est utilisé pour désigner le faciès russe du Gravettien. Le couteau et la pointe de Kostienki sont considérés comme le fossile directeur du Gravettien ou Kostenkien de la plaine russe (Leroi-Gourhan 1994, 600-605)	
185	19618				Hambourgien															Hamburgcultuur(nl)	Hamburger Kultur(de)	Hamburghiano(it)	Hamburgian(en)	Hamburgiense(es)	هامبورغي(ar)	Les complexes industriels à pointes à cran qui se développent des îles Britanniques à la Vistule, parallèlement au Magdalénien moyen et supérieur, sont traditionnellement divisés en deux unités culturelles : le Hambourgien  et le Creswellien. Le Hambourgien désigne un faciès culturel reconnu dès 1931 dans la région de Hambourg. Il est parfois associé au Magdalénien. L'industrie lithique est marqué par un débitage laminaire unipolaire ou bipolaire. Les éléments caractéristiques sont les pointes à cran hambourgiennes et les zinken (Leroi-Gourhan 1994, 495).	
186	12796				Magdalénien															Maddaleniano(it)	Magdalenian(en)	Magdalénien(de)	Magdalénien(nl)	Magdaleniense(es)	مجدلاني(ar)	À la fin du Paléolithique supérieur, l'Europe occidentale connaît l'expansion d'une culture prestigieuse par ses œuvres d'art qui témoigne de l'étroite parenté intellectuelle des différents groupes qui composent l'ensemble Magdalénien. En 1863, E. Lartet faisait admettre que les couches qu'il fouillait à La Madeleine (Dordogne) montraient l'existence d'une civilisation originale, le Magdalénien qui achevait l'ère glaciaire. H. Breuil établit plus tard la succession chronologique de six phases (de I à VI) en se basant sur l'évolution du matériel osseux provenant des sites du Placard, de La Madeleine et de la Villepin (Dordogne). Le Magdalénien est aujourd'hui subdivisé en cinq phases: protomagdalénien, ancien, moyen, supérieur et final (Leroi-Gourhan 1994, 670).	
187	24557					Magdalénien ancien														Early Magdalenian(en)	Frühes Magdalénien(de)	Maddaleniano antico(it)	Magdaleniense antiguo(es)	Vroeg-Magdalénien(nl)	مجدلاني قديم(ar)	Cette phase se caractérise par le développement des lamelles à dos et des grands triangles scalènes. S'y ajoutent des lames retouchées et des burins surtout dièdres. L'outillage osseux augmente qualitativement et quantitativement (Leroi-Gourhan 1994, 671).	
188	24596					Magdalénien final														Late Magdalenian(en)	Maddaleniano finale(it)	Magdaleniense final(es)	Spätes Magdalénien(de)	مجدلاني أخير(ar)			
189	21696					Magdalénien moyen														Maddaleniano medio(it)	Magdalénien medio(es)	Midden-Magdalénien(nl)	Middle Magdalenian(en)	Mittleres Magdalénien(de)	مجدلاني أوسط(ar)	Vers 12000 av. J.-C. on constate l'épanouissement et l'extension du Magdalénien. Cette phase se distingue de la phase précédente par l'utilisation constante de la matière animale dans l'outillage et un développent générale de l'art mobilier (Leroi-Gourhan 1994, 671).	
190	12797					Magdalénien supérieur														Jüngeres Magdalénien(de)	Laat-Magdalénien(nl)	Maddaleniano superiore(it)	Magdaleniense superior(es)	Upper Magdalenian(en)	مجدلاني أعلى(ar)		
191	12889					Protomagdalénien														Protomaddaleniano(it)	Protomagdalenian(en)	Proto-Magdalénien(de)	Proto-Magdalénien(nl)	Protomagdaleniense(es)	مجدلاني مُبَكِّر(ar)	Terme à double sens selon les auteurs. Le Protomagdalénien a d'abord été utilisé par D. Peyrony pour définir la couche D de Laugerie-Haute située immédiatement sous le Solutréen. F. Bordes s'interroge sur l'appartenance de ce niveau afin de savoir s'il s'agit de protomagdalénien ou d'une évolution du Périgordien. Le second sens est celui de A. Cheynier qui nomme Protomagdaléniennes toutes les industries qui séparent le Solutréen du Magdalénien moyen (Leroi-Gourhan 1994, 905).	
192	12562						Badegoulien													Badegoulian(en)	Badegoulien(de)	Badegoulien(nl)	Badeguliano(it)	Badeguliense(es)	بادغولي(ar)	Terme créé par A. Cheynier à la suite de ses fouilles à Badegoule puis étendu aux niveaux de l'abri Lachaud. Il désigne pour cet auteur un moment du Protomagdalénien. La plupart des auteurs verraient dans le Badegoulien une phase indépendante du Magdalénien, issue du Solutréen dont l'industrie est déjà en grande partie sur éclat avec quelque traits moustéroïdes (Leroi-Gourhan 1994, 103-104).	
193	20801				Pavlovien															Pavlovian(en)	Pavloviano(it)	Pavlovien(de)	Pavlovien(nl)	Pavloviense(es)	بافلوفي(ar)	Terme créé par H. Delporte à partir du site éponyme de Pavlov en Moravie du Sud. Le Pavlovien représente le faciès gravettien de l'Europe centrale couvrant la Moravie, la Slovaquie de l'Ouest, la Basse-Autriche, plus rarement la Bohème et l'Allemagne du Sud (Leroi-Gourhan 1994, 849-850).	
194	12898				Périgordien															Perigordian(en)	Perigordiano(it)	Périgordien(de)	Périgordien(nl)	Perigordiense(es)	بيريغوردي(ar)	Ensemble de faciès culturels définis dans le sud-ouest de la France (Périgord) par D. Peyrony en 1933 qui démontre que l'Aurignacien était constitué de deux cultures différentes évoluant parallèlement : l'Aurignacien typique et le Périgordien (Leroi-Gourhan 1994, 859).	
195	12907				Romanellien															Romanellian(en)	Romanelliano(it)	Romanellien(de)	Romanellien(nl)	Romanelliense(es)	رومانيللي(ar)	Faciès culturel du Paléolithique supérieur (Epigravettien) italien nommé par A. C. Blanc en 1939 après les fouille à Romanelli (Leroi-Gourhan 1994, 954).	
196	12939				Solutréen															Solutrean(en)	Solutreano(it)	Solutréen(de)	Solutréen(nl)	Solutrense(es)	سولوتيري(ar)	Faciès culturel du Paléolithique supérieur qui, dans le domaine Franco-Cantabrique, se situe entre le Périgordien et le Magdalénien. Le Solutréen est une civilisation qui montre une profonde unité par l'emploi d'une retouche plate assez étroite, aux bords subparallèles, envahissant les faces des objets en pierre (Leroi-Gourhan 1994, 1025-1026).	
197	20800				Szélétien															Szeleta-Kultur(de)	Szeletian(en)	Szeletiano(it)	Szeletien(nl)	Szeletiense(es)	زيليتي(ar)	Terme crée en 1927 par I. L. Cervinka, à partir de la grotte de Szeleta dans les montagnes de Bükk, en Hongrie du Nord. Ce terme a remplacé celui de Predmostien proposé par F. Wiegrs en 1927 pour désigner les industries à pointes foliacées en Europe centrale afin de les différencier du Solutréen français (Leroi-Gourhan 1994, 1058).	
198	24593				Tjongérien															Tjongercultuur(nl)	Tjongerian(en)	Tjongeriano(it)	Tjongérien(de)	Tjongeriense(es)	جونجيري(ar)	Faciès culturel du Paléolithique final des plaines du Nord-Ouest européen. Défini par H. Schwabedissen (1954) et A. Bohmers (1960), à partir des gisement de la petite rivière de Tjonger au nord des Pays-Bas, il correspond au groupe occidental (Belgique et Pays-Bas) du vaste technocomplexe des cultures à pointes à dos courbe : Federmesser, Wehlen et Rissen (Leroi-Gourhan 1994, 1100).	
199	24594				Uluzzien															Uluzzian(en)	Uluzziano(it)	Uluzzien(de)	Uluzzien(nl)	Uluzziense(es)	أولوزي(ar)	Faciès culturel du Paléolithique supérieur initial de l'Italie défini par A. Palma di Cesnola en 1965 (Leroi-Gourhan 1994, 1131).	
200	12888		Cultures protohistoriques										Protohistoire							Culturas protohistóricas(es)	Culture preistoriche(it)	Frühgeschichtliche Kulturen(de)	Protohistoric cultures(en)	protohistorische culturen(nl)	حضارات فجر التاريخ(ar)		
201	12503			Cultures de l'âge du Bronze									bronze	âge du Bronze						Bronstijd culturen(nl)	Bronze Age cultures(en)	Bronzezeitliche Kulturen(de)	Culturas de la edad del bronce(es)	Culture dell'età del bronzo(it)	ثقافات عصر البرونز(ar)		
202	24563				Apénienne culture															Apennijnen cultuur(nl)	Apennine culture(en)	Apennin-Kultur(de)	cultura Apeniense(es)	Cultura appennica(it)	ثقافة أبيني(ar)	Terme introduit par U. Rellini en 1932 en référence à la distribution des sites étroitement liée à la chaîne apénienne. [Il désigne l'ensemble de cultures de l'âge du Bronze que] S. M. Puglisi a défini en 1959 comme essentiellement pastorales. Le début de ces faciès, encore discuté, remonte probablement aux premiers siècles du IIe millénaire av. J.-C.  Les premières importations mycéniennes apparaissent en contexte protoapénien dans les Pouilles et en Campanie. Les sites apéniens appartiennent à des type divers : grottes ou abris sous roche, habitats de plein air souvent en zone élevées, habitats côtiers qui dominent des sites adaptés aux échanges maritimes de la côte ionienne, des Pouilles et de la Calabre (Leroi-Gourhan 1994, 54-55).	
203	12532				Argar culture			Argar	Argarien	Argarique	El Argar culture									Argar cultura(it)	Argaric culture(en)	cultura de El Argar(es)	El Argar-cultuur(nl)	El Argar-Kultur(de)	ثقافة الأرغار(ar)	La culture d'El Argar doit son nom au village d'El Argar fouillé par E. et L. Siret à la fin du XIXe siècle. Cette culture de la métallurgie, l'une des plus particulière de l'Europe préhistorique, se développe de 1800 à 1350 av. J.-C. dans la riche région minière du sud-est de l'Espagne, comprenant l'Andalousie orientale et Murcia et les contreforts de la Sierra Morena. Un de ses caractéristiques est la présence de villages fortifiés sur des emplacements faciles à défendre (Leroi-Gourhan 1994, 66).	
204	12579				Bronze atlantique															Atlantic Bronze Age(en)	Atlantische Bronstijd(nl)	Atlantische Bronzezeit(de)	Bronce atlántico(es)	Bronzo atlantico(it)	عصر البرونز الأطلسي(ar)	Cette expression fut utilisée pour la première fois, 1946, par J. M. Santa-Olalla, pour distinguer le Bronze récent de la péninsule Ibérique du Bronze méditerranéen issu de la culture d'El Argar. Elle fut reprise ensuite pour désigner des traits communs se retrouvant des pays de la Baltique au sud de l'Espagne en passant par les îles Britanniques, la France et le Portugal. Certains auteurs réservent cette expression au Bronze final, d'autres pensent que cette notion fut une réalité pendant tout l'Âge du Bronze (Leroi-Gourhan 1994, 170)	
205	24561				Bronze ibérique			Bronze valencien												Bronce ibérico(es)	Bronzo iberico(it)	Iberian bronze(en)	Iberische Bronstijd(nl)	Iberische Bronzezeit(de)	عصر البرونز الإيبيري(ar)	Cette civilisation, autrefois appelée à tort civilisation du Bronze valencien, s'étend sur les régions orientales de la péninsule ibérique, entre la Méditerranée et le rebord montagneux de la Mesta, la basse vallée de l'Ebre et le sud de la Catalogne. Elle présente de nombreux petits villages escarpés avec remparts et bastions (Leroi-Gourhan 1994, 171)	
206	35948				Castelluccio culture			Culture de Castelluccio												Castelluccio cultuur(nl)	ثقافة كاستيلوشيو(ar)					De 2000 à 1400 av. J.-C. - Culture sicilienne de l'âge du Bronze identifiée par Paolo Orsi dans le village éponyme situé entre Syracuse et Noto.	
207	35947				Catacombes culture			Culture des Catacombes												Catacomben-cultuur(nl)	ثقافة كاتاكومب(ar)					Culture de la fin du Chalcolithique et du début du Bronze ancien du sud-est de l'ancienne URSS (essentiellement en Ukraine). Son nom provient d'un type très particulier de tombes, formées d'un puits étroit débouchant sur une chambre funéraire creusée en pleine terre. Elles contiennent une ou plusieurs inhumations et sont recouvertes d'un tumulus (Kurgan) (Leroi-Gourhan 1994, 206).	
208	24583				Cogotas culture															Cogotas cultura(it)	Cogotas culture(en)	Cogotas-cultuur(nl)	Cogotas-Kultur(de)	cultura de las Cogotas(es)	ثقافة كوغوتا(ar)	La culture de Cogotas doit son nom au Castro de Las Cogotas. Elle se caractérise par des céramiques incisées et à champlevé, qui remplacent la poterie campagniforme tardive de la Meseta. L'habitation est en grotte ou en village. Les inhumations en fosse sont rares. L'économie est fondée sur l'élevage, peut-être transhumant. (Leroi-Gourhan 1994, 260).	
209	24768				Dilmun culture			Dilmoun culture												cultura Dilmun(es)	Dilmun cultura(it)	Dilmun culture(en)	Dilmun-cultuur(nl)	Dilmun-Kultur(de)	ثقافة دلمون(ar)	Pays mentionné durant toute l’histoire de la Mésopotamie ancienne, depuis le IIIe millénaire av. J.‑C. jusqu'au milieu du Ier millénaire av. J.‑C. Il est situé d'après les textes dans le Golfe Persique, sur une route commerciale d’importance entre Mésopotamie et Indus, en bord de mer, à proximité de sources artésiennes. On s'accorde pour le localiser plus précisément dans l'île de Bahreïn, et aussi l’île de Failaka, située au Koweït, voire les territoires côtiers du nord-est de la Péninsule Arabique, comme l'îlot de Tarut. L'appellation pourrait correspondre à une fédération, réelle ou fictive, selon les époques, de petits ports de transit des époques anciennes (https://fr.wikipedia.org/wiki/Dilmun).	
210	150947				Grotta-Pelos culture			Cycladique ancien I												Grotta-Pelos cultura(es)	Grotta-Pelos culture(en)	Grotta-Pelos-Kultur(de)	ثقافة غروتا بيلوس(ar)			De - 3200 à - 2800 av. J.-C. (The Oxford Handbook of the Bronze Age Aegean 2012).	
211	35815				Harappéen			civilisation de l'Indus	Civilisation harappéenne	Harappan										Harappa cultura(it)	Harappacultuur(nl)	Harappa-Kultur(de)	Harappan(en)	ثقافة وادي السند(ar)		Nommée d'après le site de Harappa, la civilisation de l'Indus est considérée comme l'une des plus grandes civilisations de l'Antiquité qui se développe dans le Pakistan et le nord-ouest de l'Inde. Elle a été découverte en 1921, lors des fouilles des sites Mohenjo-Daro et Harappa. Elle se distingue par son uniformité culturelle et se caractérise notamment par son architecture utilisant pour la première fois la brique cuite et par l'existence d'une écriture non encore déchiffrée (Leroi-Gourhan 1994, 537-538).	Fusionné avec Indus civilisation
212	12757				Karanovo culture			Karanovo 4	Karanovo IV											cultura Karanovo (es)	Karanovo(en)	Karanovo cultura(it)	Karanovo-cultuur(nl)	Karanowo-Kultur(de)	ثقافة كارانوفو(ar)	Tell Mogila de Bulgarie centrale, partiellement fouillé dans les années 1950 et qui constitue le site éponyme et de référence pour l'ensemble des cultures néolithiques et chalcolithiques de la région (Leroi-Gourhan 1994, 573).	
213	151159					Ezero culture		Karanovo 7	Karanovo VII											cultura di Ezero(it)	Esero-Kultur(de)	Ezero culture(en)				Culture de l'âge du Bronze, (3300—2700 av. J.-C.) qui s'est développée sur l'actuel territoire de la Bulgarie et qui doit son nom au site d'Ezero.	
214	24565					Gumelniţa culture		culture de Gumelnița-Kodjadermen-Karanovo	Karanovo 6	Karanovo VI										cultura de Gumelnita(es)	Gumelnita cultura(it)	Gumelnita-cultuur(nl)	Gumelnitsa culture(en)	Gumelnitza-Kultur(de)	ثقافة كوميلنيتا(ar)	Culture du Chalcolithique ancien balkanique (IVe millénaire) qui s'étend sur le sud de la Roumanie, la Bulgarie et les côte égéenne grecque et turque. Elle est caractérisée par l'emploi de la peinture au graphite. Le site éponyme est roumain et est synonyme de Karanovo IV. (Leroi-Gourhan 1994, 478-479)	
215	151157					Kalojanovec culture		Karanovo 4	Karanovo IV											Kalojanovec culture(en)						Culture de la fin du Néolithique moyen de Bulgarie (Ve millénaire) appelée aussi Karanovo IV d'après le site de Karanovo. Encore très peu connue et d'assez courte durée, elle fait la transition entre la culture à céramique lisse non décorée de Veselinovo-Karanovo III et celle riche en décors incisés et peints de Marica-Karanovo V. (Leroi-Gourhan, 1994, 568)	
216	151158					Marica culture		Karanovo 5	Karanovo V											Marica culture(en)						Culture du Néolithique récent balkanique (IVe millénaire), s'étendant sur la Bulgarie et la côte égéenne grecque et turque, et caractérisée par une porterie avec de très riches décors peints au graphite ou incisés. (Leroi-Gourhan, 1994, 690)	
217	151160					Veselinovo culture		Karanovo 3	Karanovo III																	Culture du Néolithique moyen de Bulgarie (Ve millénaire), appelée aussi Karanovo III. Elle se définit essentiellement par une céramique lisse grise ou noire non décorée et s'apparente par là à la culture de Vinča Turdaş qui la jouxte à l'ouest et pose quant à son origine les mêmes problèmes historiques. (Leroi-Gourhan, 1994, 1152)	
218	150953				Kastri culture			Cycladique III												Kastri culture(en)	ثقافة كاستري(ar)					De - 2500 à - 2200 av. J;-C. - Culture nommée d'après l'habitat fortifié de l'île de Syros. Selon Colin Renfrew, elle succède à la culture Kéros-Syros. Pour d'autres archéologues, elle coïncide avec cette dernière. (ES d'après Wikipédia)	
219	22589				Kerma culture			Royaume de Kerma					Antiquité nubienne	époque de Kerma						cultura Kerma(es)	Kerma cultura(it)	Kerma culture(en)	Kerma-cultuur(nl)	Kerma-Kultur(de)	ثقافة كِرمة(ar)	Parmi les cultures nilotiques occupant le vaste territoire situé entre l'Egypte et l'Afrique noire, le Royaume de Kerma se développe et devient dès le III e millénaire av. J.-C. une puissance militaire indépendante et imposante. Les dirigeants de la ville ont établi un réseau d'echange et de contact avec le bassin méditerranéen comme avec le continent africain. Le conflit avec l'armée égyptienne met fin au Royaume de Kerma, mais les traditions de la Nubie réapparaissent avec les nouveaux Royaumes napatéenne et méroïtique (Bonnet C. et Vallbelle D. 2014 in La ville de Kerma une capitale nubienne au sud de l'Egypte).	
220	150949				Kéros-Syros culture			Cycladique ancien II												Keros-Siros cultura(es)	Keros-Syros culture(en)	Keros-Syros Kultur(de)	ثقافة كيروس سيروس(ar)			De - 2800 à  - 2300 av. J.-C.	
221	12763				Kourganes															Koergan-cultuur(nl)	Kurgan(it)	Kurganes(es)	Kurgan-Kultur(de)	Kurgans(en)	كورغان(ar)	Nom local donné traditionnellement aux tertres funéraires des steppes ukrainiennes et russes et qui peuvent dater de diverses périodes de la Préhistoire : cultures de Sérednij-Srog, des Tombes à fosses, des Catacombes, de l'Âge du Bronze, de l'époque scythe, voire même des périodes historiques. On a proposé le terme de culture des Kurgans/Kourganes pour désigner les trois premières en les rassemblant dans un ensemble unique, dans lequel on a voulu voir l'origine hypothétique des Indo-Européens (Leroi-Gourhan 1994, 616).	
222	12798				Mailhacien															Mailhac cultura(it)	Mailhac culture(en)	Mailhac-cultuur(nl)	Mailhaciense(es)	Mailhac-Kultur(de)	ماياكي(ar)	Mailhac (Aude), est un important site protohistorique fouillé depuis 1931 par O. Taffanel. La culture de Mailhac ou Mailhacien est celle de la nécropole du Moulin datée du Bronze final III. Cette nécropole s'étend sur 3 ha et doit comporter plus de 1000 tombes. À coté des urnes, divers objets de bronze et des vases ont été découverts. Le Mailhacien est surtout caractérisé par un décor céramique particulier : de doubles traits parallèles dessinant des motifs géométriques et des figures représentant des hommes et des animaux (Leroi-Gourhan 1994, 875-876).	
223	12842				Nuragique culture			Nouragues	Nuragues											Nuraghe culture(en)	Nuraghe-cultuur(nl)	Nuraghen-Kultut(de)	Nurágica(es)	Nuragica cultura(it)	نوراجي(ar)	Les Nuraghes sont des tours construites en blocs de pierres sèches et couvertes en fausse voûte que l'on trouve principalement en Sardaigne. G. Lilliu a divisé la culture nuragique en cinq phases dont les trois premières sont attribuées à l'Âge du Bronze et les deux dernières à l'Âge du Fer. Cette culture prend fin lors de la conquête de l'île par les Romains (Leroi-Gourhan 1994, 793).	
224	150951				Phylakopi culture			Cycladique ancien III												Phylakopi culture(en)						De - 2300 à - 2000 av. J.-C.	
225	24560				Polada culture															cultura de Polada(es)	Polada cultura(it)	Polada culture(en)	Polada-cultuur(nl)	Polada-Kultur(de)	ثقافة بولادا(ar)	Faciès culturel du Bronze ancien en Italie septentrionale, défini en 1939 par P. Laviosa Zambotti. Le début de la culture de Polada se place durant la deuxième moitié du IIIe millénaire av. J.-C. tandis que sa phase finale coïncide avec la période initiale du Bronze moyen. Elle est diffusée en Lombardie, Vénétie et dans le Trentin (Leroi-Gourhan 1994, 888).	
226	19349				Rhône culture															cultura del Ródano(es)	Rhône culture(en)	Rhone-cultuur(nl)	Rhone-Kultur(de)	Rodano cultura(it)	ثقافة الرون(ar)	L'idée d'une culture originale du Bronze ancien baptisée Rhône-Kultur a été lancée par G. Kraft dès 1928. Il était alors fait référence à la région que le Rhône parcourt en Suisse : le Valais. En 1966, G. Bailloud a étudié l'expansion de cette culture estimant qu'elle est née dans le Valais au début du IIe millénaire avec l'arrivée de métallurgistes venus d'Europe centrale. Ensuite, durant la première moitié de ce millénaire, elle s'étend d'abord vers le Jura et ses marges, ensuite vers le sud sur la rive gauche du Rhône, puis sur la rive droite, dans le Languedoc et jusqu'aux Causses. En 1976, A. Gallay, en se fondant surtout sur les résultats des fouilles du Petit Chasseur, considère le campaniforme comme l'origine de la culture du Rhône non seulement dans le Valais mais aussi dans le Jura et la Bourgogne d'une part et dans le Midi d'autre part. Durant la première partie du Bronze ancien, la culture du Rhône se développe indépendamment dans ces trois régions. Puis ces trois groupes se rejoignent. (Leroi-Gourhan 1994, 940).	
227	12953				Talayots			Talayotique												Talayot cultura(it)	Talayot culture(en)	Talayot-cultuur(nl)	Talayótica(es)	Talayot-Kultur(de)	تالايو(ar)	La civilisation talayotique est ainsi dénommée d'après des talayots ou fortifications cyclopéennes caractéristiques des Baléares, spécialement de Majorque. Le peuplement est connu depuis le début du IVe millénaire, mais ce n'est qu'au début du IIe millénaire qu'apparaît la céramique incisée bien identifiée, peut-être d'ascendance campaniforme. Pendant le IIe millénaire se développe la période prétalayotique avec inhumation en grottes artificielles et habitats en grottes ou en structures absidales. À partir de 1300 av. J.-C. les premiers talayots ou tours cyclopéennes apparaissent et donnent naissance, avant l'an 1000 av. J.-C. aux villages talayotiques. (Leroi-Gourhan 1994, 1063).	
228	24572				Tartessienne culture															cultura Tartesiana(es)	Tartessian culture(en)	Tartessos cultura(it)	Tartessos-cultuur(nl)	Tartessos-Kultur(de)	ثقافة تارتيسو(ar)	Ainsi désignée à cause du règne mythique de Tartessos, en basse Andalousie. Au début du Ier millénaire av. J.-C., la culture du Bronze du Guadalquivir, sous l'influence de la métallurgie du Bronze atlantique, atteint un intense développement. Elle établit les premiers contacts précoloniaux avec la Méditerranée orientale avant la colonisation phénicienne. (Leroi-Gourhan 1994, 1070).	
229	24582				Terramare culture															cultura del Terramares(es)	Terramare cultura(it)	Terramare culture(en)	Terramare-cultuur(nl)	Terramare-Kultur(de)	ثقافة تيرامار(ar)	Les terramares sont des habitats caractérisés par une sorte de terre, sombre et grasse, provenant de la décomposition de substances organiques. Ils ont donné leur nom à une culture du Bronze moyen et du Bronze final, connue en Emilie occidentale, entre le Pô, l'Apennin, et le Panaro. (Leroi-Gourhan 1994, 1081).	
230	12962				Torréen															Torreana(es)	Torreana cultura(it)	Torre culture(en)	Torre-cultuur(nl)	Torre-Kultur(de)	ثقافة توري(ar)	La torre est une construction en pierre dont le nom a été donné par J. Grosjean, à une série de monuments circulaires mesurant de 10 à 15 m de diamètre et dont une centaine ont été signalés dans la moitié sud de la Corse. Selon cet auteur, la culture torréenne avait été apportée en Corse par des envahisseurs, qu'il nomme Torréens, un peuple de la mer qu'il a pensé pouvoir identifier, il s'agirait des Shardanes connus par l'histoire égyptienne. (Leroi-Gourhan 1994, 1108).	
231	24132				Tréboul culture															cultura de Tréboul (es)	Treboul cultura(it)	Treboul-cultuur(nl)	Tréboul group(en)	Treboul-Kultur(de)	ثقافة تريبول(ar)	La culture de Tréboul a été définie par J. Briard en 1965. Elle regroupe une quinzaine de dépôts et une trentaine d'objets isolés. Il estime qu'elle témoigne d'un important développement de la métallurgie en Bretagne durant le Bronze moyen. Les lames d'épées décorées, les pointes de lance finement incisées et surtout les poignées d'épées creuses révélant une réelle maitrise technique - l'originalité des types, quelques moules et outils attestent qu'il s'agit de fabrications locales. (Leroi-Gourhan 1994, 1115)	
232	19348				Tumulus armoricains															Armoricaanse tumuluscultuur(nl)	Armorican Tumulus culture(en)	Armorikanische Hügelgräber-Kultur(de)	Tumuli armoricani(it)	Túmulos armoricanos(es)	ثقافة توميلوس أرموريك(ar)	En 1951, J. Congné et P.R. Giot regroupent les tumulus de l'Âge du Bronze connus en Bretagne en deux séries. Les tumulus de la première série recouvrent les sépultures ayant livré des pointes de flèches et des lames de poignards armoricaines, des haches et quelques parures en ambre ou en or. Les tumulus de la seconde série sont caractérisés par des poteries. Il s'agit des vases biconiques carénés munis de larges anses, le plus souvent en nombre de quatre. Ces poteries sont parfois accompagnées d'une hache, ou de quelques petits objets de parure. Ces tumulus sont souvent plus petits que ceux de la première série, mais la technique de construction est la même. Ces tumulus ont permis de constituer une théorie sur le peuplement de la Bretagne au début de l'Âge du Bronze. Selon cette hypothèse, des nouveaux venus, arrivés par la mer, auraient établi leur domination en divers points de la région côtière et fondé les dynasties des petits princes d'Armorique avant de pénétrer à l'intérieur en se laissant influencer par les pratiques ancestrales des indigènes. (Leroi-Gourhan 1994, 1123-1124)	
233	24588				Unetice culture			Aunjetitzer Kultur												Aunjetitzer Kultur(de)	cultura de Unetice(es)	Unetice cultura(it)	Unetice culture(en)	Unetice-cultuur(nl)	ثقافة أونيتيس(ar)	Première grande civilisation de l'Âge du Bronze en Europe centrale. La localité éponyme, le village d'Unetice situé au nord de Prague a livré en 1879 une trentaine de sépultures à inhumation caractéristiques. Cette civilisation est caractérisée par une métallurgie du bronze d'un remarquable niveau, dont le développement est peut-être lié à l'exploitation des riches gisements d'étain locaux. Les différents faciès de la civilisation d'Unetice couvrent la Slovaquie du Sud-Ouest, la Moravie, la Bohême, la Saxe, le bassin de la Saale, la basse Lusace et la Silésie. (Leroi-Gourhan 1994, 1133).	
